Nama,Bintang,Tanggal dan Waktu,Ulasan
Putrikirana Putri,1,11/1/2023 2:09,"Sy tgl 28 Oktober 2023 pesan kamar hotel, sdh TF sesuai no rek yg di minta tetapi tidak terkonfirmasi, sy merasa di rugikan dgn pihak Traveloka, sdh hubungi CS jg tidak di respon !!!!!!!! Sy sambung lg dsini...sampai detik ini tidak ada penyelesaian nya dan adapun jawaban di email jg tidak membantu sama sekali, dana sy tidak bs kembali dan tidak ada respon, ini bukan mslh nominal tetapi lbih ke kenyamanan pelanggan dan keamanan bertransaksi, hati"" dgn TRAVELOKA itu aja saran sy !!!!!!!!!"
melisa ivana kay,5,10/30/2023 7:07,"Aplikasi traveloka merupakan aplikasi yang bagus untuk mempromosikan wisata wisata lokal dan memudahkan masyarakat dalam melakukan transaksi pembelian untuk tiket hotel, pesawat, wisata wisata. Aplikasinya membantu sekali, banyak promo yang dapat digunakan agar perjalanan liburan menjadi hemat"
Yasyfi Irham Harish Ramadhani,5,10/25/2023 12:06,"setelah bandingkan dengan aplikasi lain, traveloka yang paling nyaman buat digunakan secara ui yang mudah dan simple, fiturnya juga banyak dan sangat membantu terimakasih??"
nyil unyiel,5,10/31/2023 9:32,Traveloka memudahkan saya dalam memesan tiket pesawat ataupun hotel... Saya jadi tidak perlu bingung mau ke mana aja karena semuanya sudah tersedia di traveloka. Mau liburan kemana aja juga sangat mudah. Terimakasih traveloka
Rama Rossali,1,10/25/2023 15:52,"Parah sih gua pesen tiket pesawat gapernah dapet poin, alasannya karena gua pake voucher pada saat pembelian tiket pesawat. Padahal pada saat pembelian & pakai vouchernya gaada tuh pemberitahuan apabila saya menggunakan kode voucher akan berakibat hilangnya hak konsumen mendapatkan traveloka poin. Kalau kayak gini apakah penyedia jasa berarti tidak memberikan informasi secara detail dan tidak memberikan hak kepada konsumen??"
Lilyana Zahraa,5,10/31/2023 8:15,"Aplikasi nya mudah digunakan, sangat membantu mencari hotel yang nyaman ??, fiturnya banyak trus gampang, diskon nya mantap, best lah ni aplikasi traveloka"
RICA CLAUDIA JUNIARTI,5,11/3/2023 1:04,"Mau liburan jadi ga bingung cari tiket kereta dan hotel, tinggal duduk manis beres. Banyak promo dan juga diskonnya jadi tambah menarik. Pilihan hotelnya juga banyakkk. Thx traveloka."
Nazhua Mulya,5,10/22/2023 7:55,"Menurutku bagus si, dapat memudahkan siapa saja untuk mencari hotel dengan harga terjangkau. Mulai dari harga rendah sampai tinggi, hotel yang disarankan juga berkualitas dan terdapat banyak voucher disc."
Ana Jannah,5,11/1/2023 11:46,"Aplikasi sangat mudah digunakan, banyak promo tiket pesawat juga hotel.. Paket keluarga juga ada, banyak banget pilihannya. Banyak banget promo dan potongan nya.. Terimakasih treveloka.."
Wahyudi Hardjo,5,10/30/2023 4:46,"Online Travel Agent paling ramah interfacenya. Mudah pengaplikasiannya, banyak promo dan menyediakan berbagai macam fitur pembayaran. Setia banget pake traveloka"
Aan Widya Utami,5,10/24/2023 6:39,"Dengan traveloka kita dengan mudah mencari tempat wisata yg kita inginkan dan kita juga bisa memesan tiket pesawat ,boking hotel dengan cepat dan sangat mudah The best traveloka hidup sangat menyenangkan dengan traveloka"
Ega Saputra,5,11/1/2023 10:42,"setelah bandingkan dengan aplikasi lain, traveloka yang paling nyaman buat digunakan secara ui yang mudah dan simple, fiturnya juga banyak dan sangat membantu terimakasih??????"
Dibyo Utomo,1,10/21/2023 12:08,"Aplikasi payah, untuk refund saja susah, padahal nominal refund tidak besar, udah dapat email refund, malah prosenya berbelit-belit, mestinya ada sistem dari traveloka bahwa sudah dikirim atau belum, jangan malah tambahin bikin ribet konsumen Dengan dokumen tambahan dan lain2, kalau tidak mau kembalikan refund, bilang saja, tidak mau kembalikan refund, aplikasi parah"
SuperMan,1,10/25/2023 9:35,"Makin kesini makin payah app ini ,semakin lambat proses slow respon ,tanggapan dari pihak Traveloka TDK memuaskan , bertele tele ,kasihan bagi pengguna baru yg masih awam ,bisa hilang uang dan tiket pesanan nya!!!!"
Latifah Raudhatul Jannah,5,10/30/2023 4:59,"Bismillah.. Bagus aplikasi nya , memudahkan kita memesan tiket , gampang di gunain , harga juga termasuk bisa terjangkau , dan banyak pilihan , serta fitur idaman"
halida agustini,5,10/24/2023 11:44,"aplikasi yang bisa membantu semua. ya pesen pesawat, ya pesen hotel bahkan atraksi dan wahan bisa pesan dari satu aplikasi aja. memudahkan banget"
Rzkyy Fauzann,5,10/25/2023 21:52,"aplikasi travel sangat membantu saya dalam mencari tempat istirahat saat saya sedang liburan, terutama jika kita tidak bisa booking secara langsung, melalui traveloka bisa booking secara online dan praktis.?????"
James Aswim,1,10/27/2023 3:14,"Saya melalukan bookingan, vocer telah terbit lalu saya di telfon kalau bookingan penuh ( H-1) dengan berbagai alasan singkat cerita , bookingan di cancle dana di balikan dan di belikan vocer 150.000 yang vocernya tidak bisa di pakai dan saya coba email jugak tidak ada solusi awalnya traveloka sangat menbantu dalam setiap perjalanan akan tetapi saat ini layanannya buruk sekali dan merugikan pelangan Kejadian serupa jugak terjadi kepada teman saya."
Shella Wanda Rahayu,1,11/2/2023 9:00,"Saya sangat kecewa karena ada oknum� yang berbisnis mengatas namakan traveloka partnership dengan cara pembelian koin , disaat kita tidak melanjutkan pembelian mereka menarik semua koin saya , sayang sekali traveloka seperti ini"
Lukman Hakim,5,10/26/2023 0:24,"Dengan traveloka kita dengan mudah mencari tempat wisata yang kita inginkan dan kita bisa memesan tiket pesawat, booking hotel dengan cepat dan sangat mudah, pokoknya sangat saya rekomendasi pakai traveloka.!!!"
Alpin Jabbar,5,10/28/2023 4:43,"Traveloka sangat membantu banget... mulai dari mempermudah membeli tiket kereta,pesawat,dll. tidak perlu repot-repot menunggu antri sihh wahhh fix ini aplikasi rekomended banget????"
Ainul Ilmi,3,10/28/2023 11:15,"Kenapa di hp teman saya bisa pilih kursi pesawat, di hp saya pilihannya setelah bagasi langsung pilihan keuntungan tiket. Ga ada memilih nomer kursi ??. Kenapa bisa beda? Apakah harus menggunakan hp versi tinggi?"
Hardian Akbar,5,10/31/2023 12:01,Aplikasi favorit ketika berpergian karena simple dan murah bisa di refund dengan mudah. Thankyou Traveloka!!!
Juwita Amanda,5,10/23/2023 11:00,"Traveloka tidak perlu diragukan lagi. Dari sini saya, bisa memesan tiket pesawat, kereta api, hotel, dll tanpa no ribet sekali pun. This application is really the best????"
Filla Lailatul Maghfiroh,5,10/26/2023 6:44,"solusi gamau ribet tapi semua kebutuhan teratasi, best banget buat pemesanan tiket/penginapan apapun jadi mempermudah kerjaan."
4ID02_Ainun Ajeng Shaputri,5,11/1/2023 10:50,"aplikasi ini sangat worth it untuk digunakan!! selain memudahkan traveling kita, rekomendasi hotel serta tempat wisatanya sangat bagus sekali dan juga banyak diskon yang didapat!!"
Wirijaf Fam,4,10/23/2023 4:42,"Maaf sy agak sedikit kecewa sm traveloka terlalu sensi,baperan...limit paylater sy 33jt turun menjadi 16jt di karenakan sy tdk jadi dan tdk membatalkan pembelian pulsa tlp,lalu turun kembali menjadi 14jt di karenakan sy melakukan pembelian ticket travel mendadak.padahal setiap org bisa saja ada urusan mendadak yg di hrs kan membeli ticket jg mendadak.selama ini sy selalu tepat wkt membayar paylaternya.dgn kejadian spt itu sy malas lg bertransaksi di traveloka.terima kasih."
Aprilia ningsih,5,10/20/2023 6:21,"Terbantu banget dengan aplikasi ini. Bisa keluar kota .tanpa harus mencari hotel fitur"" ditraveloka jgk lengkap. Terima kasih traveloka"
Rifan saputra,5,11/13/2023 11:56,"mantap betul memudahkan pengguna untuk memesan tiket pesawat, hotel, kereta api, dan transportasi lainnya seringkali banget promo dan diskon dan khusus pengguna aplikasi pembayaran juga fleksibel Menyediakan beragam opsi pembayaran."
Sitii Azizahh,5,11/17/2023 11:54,"aplikasi yang sangat baguss, dan banyak promo juga, cocok banget nih buat yg mau berwisata rekomen bangett si iniii????"
Beibah,5,11/13/2023 11:18,"Aplikasi traveloka sangat bermanfaat sekali bagi saya yang suka traveling baik di dalam atau luar negeri, teman adventure tanpa ribet ya cuma traveloka??"
Dian Iyang,5,11/16/2023 11:44,"Applikasi yang sangat bagus , memudahkan dalam perjalanan apapun mudah saat di gunakan kemana pun pokoknya the best traveloka ??"
Ira Oktafiani,1,10/20/2023 2:19,"Proses refund yang sangat lama dan berbelit, Saya membeli tiket pesawat kemudian dibatalkan oleh maskapai sehingga saya reschedule, tapi setelah iti dibatalkan lagi oleh maskapai sehingga saya minta refund. Tapi permintaan refund saya ditolak dengan alasan sudah reschedule dengan penerbangan baru, padahal penerbangan baru itu pun dibatalkan oleh maskapai. Saya sampai mengajukan refund 2x dan tetap dengan alasan yg sama proses refund tidak disetujui. Sungguh mengecewakan"
Nyou tv,1,11/3/2023 15:09,Iklan Traveloka sangat menggangu. Setiap detik muncul. Bikin gak nyaman
Renanda Eka Pratiwi,5,10/25/2023 8:18,"Pengalaman memesan tiket pesawat dan hotel melalui Traveloka merupakan sebuah pengalaman yang menyenangkan. Harga yang ekonomis, serta pemesannya yang lebih efektif, memberikan kemudahan bagi custamer."
Qonita Rona,5,10/24/2023 10:25,Selama menggunakan app Traveloka tidak pernah kecewa setiap ada keluhan selalu dapat diselesaikan dengan baik dan cepat.
Fajar Riswandi,5,10/30/2023 7:30,"aplikasi yang sangat membantu dalam membeli tiket apapun, termasuk saat membeli tiket hotel saat sedang di luar kota, aplikasi nya mudah di gunakan dan gak ribet, ga nyesel download aplikasi traveloka"
Aku tsn,5,11/13/2023 6:16,"Aplikasinya berjalan dengan baik,banyak promo jugaz pokonya recomend buat pemesanan hotel, pesawat dan lain�,semoga kedepannya lebih baik lagii"
Randi taufik Dut,5,10/25/2023 4:46,Applikasi yg sangat disarankan untuk para turis baik dala atau luar negri. Banyak rekomendasi dari traveloka wisata terbaik untuk para wisatawan
Ghiar Soe,1,10/12/2023 3:23,"Pembayaran paylater sebelum jatuh tempo ditelfon berkali2, sangat menggangu. Pas lagi sibuk kerja desk collection nya telfon smp 10kali seolah-olah terlambat bayar. Padahal sudah mendapatkan notifikasi email, SMS dan WA. Saya selalu memperhatikan notif yg masuk dan tidak pernah terlambat bayar, selalu ingat akan tanggung jawab untuk payment tagihan. Kalau saya TERLAMBAT bayar atau GA BAYAR gitu gpp kalian telfon smp ratusan kali ga masalah, kalian teror setiap detik pun silahkan."
Tri Suryanto,5,10/20/2023 8:59,"Selalu bisa jadi andalan saat beli tiket penerbangan, proses cepat ga pake ribet, pembayaran flesible juga simple mantapp"
Baray Dest,5,10/28/2023 7:22,Cukup mudah di akses n top sangat membantu kita untuk memperluas dan mempercepat pesanan juga akses yang kita butuhkan semua ttp pertahan kan kualitas n layanan terbaik
Imelda Hayani,2,10/5/2023 0:09,"Sekarang traveloka tidak pelayanan dan aplikasi nya tidak sebagus dulu,saya beli tiket pesawat tapi bukti checkout tiket yg di pesanan tidak bisa dilihat...jadi gak tau dimana e-tiket yg telah terbit gak bisa di scranshoot..????tolong dong etiket bisa di terbitkan di pesanan nya dong..saya butuh setiap transaksi"
Mr H,1,9/17/2023 4:04,"Setelah penggunaan 1 bulan, rating saya turunkan. Saya mendapat notifikasi penurunan level paylater dan pemakaian limit tidak sehat karena penggunaan limit diatas 80%. Sampai saat ini telah di bayar kan cicilan paylater sampai 3 bulan ke depan (yang belum jatuh tempo) supaya bisa mengembalikan skore dan juga pemakaian limit yang sehat sesuai arahan di aplikasi. Namun skore dan juga pekaian limit tetap tidak berubah. Berbicara dengan agen chat aplikasi pun hanya mendapatkan jawaban 'TEMPLATE'"
Rahmad Siswoyo,1,9/17/2023 3:44,"Saya mempunyai pengalaman yang tidak enak terkait refund: Refund yang saya ajukan dengan alasan penerbangan dibatalkan oleh maskapai, TAPI diproses dan dicairkan dengan alasan pembatalan oleh penumpang (berarti dikembalikan lebih kecil). Dari segi waktu juga begitu, kalau aplikasi sebelah proses cair cuma 2 hari, ini saya sudah 17 hari. Saya sudah komplain via chat, tapi disuruh menunggu, kemudian diperpanjang lagi disuruh menunggu"
Koco Totok Sugiarto,1,9/18/2023 9:26,Penilaian yang tidak masuk akal dalam menentukan level paylater. Padahal bayar selalu tepat waktu dan tidak pernah telat. Level penggunaan pun dikatakan SEHAT. Tapi level akun malah turun. Kecewa sekali! Tidak rekomendasi lagi sudah.
Baiq Indah Pratiwi,1,10/18/2023 3:01,"Hi admin traveloka,coba dong telusuri ad penipuan yg mengatasnamakan traveloka. Saya salah satu korban nya. Katanya traveloka sdg mengadakan event utk meningkatkan kualitas apk dan seterusnya. Tau2nya itu semua adalah modus penipuan."
Tobungku Tulen,1,9/25/2023 15:53,"Sangat sangat mengecewakan luar biasa traveloka pencuri, mendebit rekening saya dgn jumlah yang sama di harga 1 tiket. Minta pengembalian dana tidak ada respon. Csnya robot seperti itu slow respon dan gak ada cs via WA untuk minta bantuan sangat2 menyesal. Dua kali terjadi dgn hal yang sama Terakhir kali sy pakai traveloka ??"
ora viraL,1,10/5/2023 12:09,"Traveloka kenapa eror?? Cek in online yang harusnya sudah buka malah tidak bisa diakses.. Mau cek harga tiket saja tidak keluar listnya malah penerbangan tidak tersedia,padahal jaringan saya oke. Mohon segera diperbaiki."
Laila Nafi'ah,2,10/1/2023 7:19,Sejak minggu ini koq saya tidak bisa melakukan reservasi hotel yah???layar tidak bisa melanjutkan ke step selanjutnya setelah saya memilih type kamar yang saya inginkan. Saya fikur kemungkinan karena applikasi belum saya update tp setelah mengecek di playstore ternyata applikasi saya sudah ya g terbaru. Mohon dibantu team traveloka. Terima kasih
I am Faded,1,9/8/2023 19:25,"Saya yakin sangat banyak orang yang dirugikan oleh sistem traveloka... Saat kita mencari hotel untuk bermalam, entah kenapa direkomendasikan hotel2 dengan tanggal pemesanan bukan pada hari itu... Sehingga, saat kita sudah transaksi, dan menyadari bahwa telah memesan kamar untuk tanggal lainnya... Sangat disayangkan, hampir tidak ada satupun hotel yg bisa reschedule dan refund... Dan uang pun hangus... Sangat jahat sekali sistem ini... Semoga cepat hancur bisnis jahatnya... Kecewa sekali...SO BAD"
umi kalsum,1,9/26/2023 8:43,"lokasi hotel tidak sesuai dengan yang ada dipeta, harga hotel tidak sesuai dengan yg tertera ditraveloka... pihak hotel dan traveloka tidak memiliki kerja sama yang baik...ketetapan harga dari pihak hotel berbeda dari aplikasi traveloka...sehingga saya harus membayar lagi karna akan dicancel dr pihak hotel"
a dewe,1,10/7/2023 16:34,"Setelah di update ke versi terbaru, tiap kali lakukan pencarian tiket pesawat ataupun hotel, tiba2 langsung keluar dr aplikasi dengan sendirinya, hal ini sdh saya sampaikan lewat chat di aplikasi maupun email ke cs traveloka tapi belum ada perbaikan. Note : Saran untuk hapus chace, log out & login ulang, uninstall & install ulang sdh saya lakukan, tapi tetap tiap kali lakukan pencarian langsung keluar dr aplikasi, pdhl saya perlu segera untuk lakukan pembelian tiket pesawat. Mohon tanggapan"
Dwi Haryanto,1,9/29/2023 15:29,Saya kecewa dengan proses refound tiket treveloka... awalnya saya tidak tau kalau pembeliaan tiket dengan voucher tidak bs di refound dalam bentuk apapun. Ok saya terima. Tp knp giliran saya beli tiket yg ada label refound 100% uang kembali. yg jls2 harga nya lebih mahal dr harga normal ( karena ada asuransi) eh giliran saya klaim di tolak. Lah asuransi di beli pakai voucher mau giliran di klaim nolak..gmn ini konsepnya. Kok curang
adytia wijaya,1,9/21/2023 8:04,Saya mau melalukan refund karena istri saya hamil..sudah saya lengkapi dokumen dengan melampirkan surat keterangan kehamilan dari rumah sakit...TPI selalu tidak disetujui..ini terakhir kali saya aplikasi..saya kecewa berat..semoga orang menyadari betapa ruginya menggunakan aplikasi ini..
nani widyastuti,1,9/20/2023 3:37,sudah beberapa bulan traveloka paylater tidak bisa digunakan akhir nya bisa digunakan dapat info penurunan level.. Padahal tidak pernah telat selalu bayar tepat waktu...kecewa banget sama traveloka
Bill Messakh,2,9/1/2023 13:43,"Setiap pembayaran, loading nya selalu lama untul menunggu persetujuan. Tiba"" close menuju pilihan, padahal sdh ada email masuk bahwa sudah dibayar. Tolong traveloka untuk memperbarui sistemnya."
Moh Zulfa,5,10/6/2023 12:10,"Aplikasi Traveloka cocok sebagai aplikasi untuk berlibur, apabila terjadi kesalahan dalam pembayaran tim Costumer Service nya sangat responsif, saya sangat suka sekali ?? Tetap berkembang terus Traveloka!"
Anum Isal,1,10/17/2023 13:17,"Sangat mengewakan, , , saya pesen tiket bis kesalahan dari agennya 1. Nomer yg di pasang tidak aktif 2. Agen wilayahnya sudah tidak beroperasi 3. Di tiket keberangkatan jam 2 kurang baru d telpon jam 4 setelah pesen tiket lain 4. Kesalahan agen kok kami yang merugi Sudah tidak seperti dulu lagi traveloka, sangat mengecewakan"
NAIRA CHANEL,5,9/20/2023 5:09,"Aku tidak pernah menggunakan aplikasi pemesanan tiket online selain traveloka, terakhir liburan juni mulai tiket pesawat, hotel, wahana experience smpi kereta api utk keliling 5 kota dijawa semua lancar, setiap review hotel aku pastikan tuk baca sampai review di google maps jg sebagai pembanding, mengisi data dg teliti setiap melakukan pemesanan. utk pembayaran selalu Via transfer bank, jd klo pembayaran lwt paylater atau kartu kredit aku belum jd tdk bs kasih komentar. Sukses trs Traveloka"
joko mulyono,5,10/19/2023 12:24,"Aplikasi Traveloka sangat membantu sekali memudahkan kami semua saat berpergian di dalam negeri maupun luar negeri terutama bagi kita yg suka traveling,, semoga makin jaya selalu Traveloka........."
BASKARA WT,1,9/18/2023 15:09,Halo Traveloka... Saya minta maaf sekali karena terpaksa memberikan bintang 1. Hal ini dikarenakan saya merasa sangat dirugikan sekali terkait dengan penggunaan paylater. Turun limit dan level saya karena dinilai telah menggunakan limit secara tidak sehat karena melampaui 75 %. Hal ini terkesan membuat saya merasa dipermainkan mengingat bahwa ada penjelasan bisa naik limit dan level dengan sering bertransaksi dan bayar tepat waktu. Bisakah pihak traveloka menghub saya lbh lanjut utk feedbck.Tx
